Nome,Titulo,Texto,Data,Review
Laura,Maravilhoso,"Excelente! Só poderiam disponibilizar o modo escuro do Kindle 10geração normal como no o paperwhite, ai sim seria perfeito. Então por favor disponibilizem uma atualização com essa ferramenta nova, please.",Avaliado no Brasil em 15 de setembro de 2020,"5,0 de 5 estrelas"
Letícia,Ótimo custo benefício,"Kindle maravilhoso, mas a bateria não dura muito, quando pego para ler um livro sempre tenho que carregar no meio do livro.. ainda assim, vale a pena, ótimo custo benefício",Avaliado no Brasil em 10 de agosto de 2020,"5,0 de 5 estrelas"
Dayane Nunes,Sensacional,"Estou encantada, fiz o pedido na sexta e recebi no sábado, entrega super rápida. Tudo veio perfeitamente e o Kindle é incrível, a leitura é fluida, a luz é super confortável aos olhos e tudo isso ajuda a ler mais.Estou muito Satisfeita",Avaliado no Brasil em 22 de agosto de 2021,"5,0 de 5 estrelas"
Cliente Kindle,RECOMENDO MUITO,"Incrível, surpreendeu todas as minhas expectativas. Fiquei meio receosa pelo fato de nunca gostar de ler pelo celular, quando ele chegou me apaixonei de primeira gostei afu, muito prático e fácil de carregar, adorei. Mas não troco o velho e bom livros se ele soltasse cheirinho de livro novo ia ser perfeito hahahaha",Avaliado no Brasil em 8 de março de 2021,"5,0 de 5 estrelas"
Mercia luise,Boa aquisição,"Adorei! Já reforcei bastante o hábito da leitura desde que o adquiri, e a tela é realmente incrível, tal qual como se estivéssemos lendo um livro físico. Não cansa em nada a visão, até mesmo a leitura noturna. Única coisa que não corresponde muito bem às expectativas é a duração da bateria, principalmente quando esqueço de habilitar o modo avião. De resto, tudo ótimo.",Avaliado no Brasil em 3 de agosto de 2020,"5,0 de 5 estrelas"
Valter Sinimbú,Decepcionado.,"Me decepcionei com 3 aspectos:1 - tela de baixíssima resolução que ""desenha"" as letras e as figuras.2 - tela em preto e branco parecendo uma TV dos anos 60.3 - Quase sem opções de configuração.Será defeito de produto (10a geração) ou é assim mesmo.Aguardo contato!Obrigado.",Avaliado no Brasil em 5 de março de 2021,"2,0 de 5 estrelas"
Ana Carolina,Bom mas esperava mais,"Achei que tinha como escutar o livro caso deseja-se mas ele não tem função de áudio, vc consegue ler nele mesmo com o luz do sol a favor da tela, isso é bem legal. Mandar livros por e-mail achei que ia ser mais fácil mas não só demora mais que vc fazer com o cabo, achei mais fácil dessa maneira se os arquivos q serão lidos estão no seu computador.",Avaliado no Brasil em 9 de abril de 2021,"4,0 de 5 estrelas"
Iasmim Silva,Só amor por esse aparelhinho,"Perfeito para quem gasta muito tempo entre esperas e viagens de ônibus para o trabalho. É pequeno e leve, dá pra levar para qualquer lugar. A iluminação realmente ajuda muito pra quem gosta de ler a noite sem precisar ficar com a luz ligada. A tela é uma coisa de doido, quando me diziam que parecia papel, eu achava que era impossível, mas é realmente muito confortável, não reflete. Indico muito, só amor por esse aparelhinho.",Avaliado no Brasil em 19 de dezembro de 2019,"5,0 de 5 estrelas"
Fernando A. Batista de Almeida,Como transformar EPUB em MOBI sem recorrer ao PC?,"Uso o kindle para ler meus livros. Antes dele, usava o Reader da Sony que depois de 10 anos apresentou um problema na tela. O que falta para o kindle ser perfeito? Um aplicativo interno que transforme automaticamente todas as extensões, inclusive o EPUB e PDF em MOBI.",Avaliado no Brasil em 25 de dezembro de 2019,"4,0 de 5 estrelas"
Matheus,"Amei, porém o meu veio apenas 30 dias de kindle unlimited","Esse novo kindle é sensacional! Eu diria que é o melhor em custo benefício, porque as outras versões mais caras proporcionam a mesma experiência que esse. O acabamento está ótimo e muito confortável e o maior diferencial é claro que é a luz!",Avaliado no Brasil em 3 de maio de 2019,"5,0 de 5 estrelas"
Dominique,Entrega o prometido,"De todos os detalhes que se promete na compra do aparelho, só não fiquei totalmente satisfeita com a duração da bateria, pois não acredito que com o uso todos os dias ela duraria mais que uma semana. Fora o aspecto anterior, o kindle é incrível para leitura, e super vale a pena para quem quer ler nos lugares aonde vai e não quer carregar peso.",Avaliado no Brasil em 7 de julho de 2020,"4,0 de 5 estrelas"
Bianca,Muito bom,"Gostei mto. Dá pra ler a noite, carregar pra todo lugar, e agora tô lendo com mais rapidez e facilidade. No início estranhei mexer nele, e não o ruim é que se for arquivo que vc envia pra ele, não dá pra saber o número da página. Também estranhei, de início, ele ser preto e branco, mas já acostumei.",Avaliado no Brasil em 12 de março de 2021,"4,0 de 5 estrelas"
Raíssa Thamires,O Kindle é extremamente funcional e útil,"O Kindle é extremamente funcional e útil, porém senti falta da possibilidade de mudar a cor do texto, seria muito bom, principalmente para leitura noturna.Fora isso, a possibilidade de encaminhar livros para ele via email torna um ótimo custo-benefício, dá para ler artigos da faculdade de forma leve, literalmente, o kindle é bem leve e cabe na palma da mão.",Avaliado no Brasil em 20 de março de 2021,"4,0 de 5 estrelas"
Erica medeiros,Bateria,Não foi oque eu esperava a bateria não está durando um dia leio em médio 6 horas ao dia porém pelo que pesquisei achei que iria durar pelo menos uns 3 4 dias a bateria uso a luz baixa e no modo avião e mesmo assim a bateria não aguenta,Avaliado no Brasil em 21 de fevereiro de 2021,"1,0 de 5 estrelas"
Ramon,Adorei,Bateria de longa duração. Da pra baixar arquivos pelo e-mail kindle e estudar. Não cansa a mente. Mega pratico.,Avaliado no Brasil em 5 de fevereiro de 2022,"4,0 de 5 estrelas"
Tallyne,Ótimo,"Estava com medo de não me adaptar, de preferi os livros físicos, me surpreendi , estou lendo muito mais, muito prático e leve. Simplesmente perfeito, muito diferente de lê no tablete e celular, estou satisfeita com a compra. Outro ponto positivo é que sempre tem muita promoção de e-books.",Avaliado no Brasil em 2 de agosto de 2020,"5,0 de 5 estrelas"
Vinicius MCD,Excelente produto!,"Venho ""namorando"" esse produto há anos, mas somente agora consegui comprar graças a inclusão de um recurso essencial na linha mais inferior: luz embutida, o que antes havia somente na verão ""Paper White"", parabéns Amazon, por tornar acessível uma ferramenta tão importante como essa.",Avaliado no Brasil em 29 de abril de 2020,"5,0 de 5 estrelas"
Ana Luiza,muito bom ter o conforto de ler no escuro com o kindle,"a bateria não é lá tudo isso para quem lê todos os dias, mas já me salvou de muitas dores de cabeça futuras pois quando eu lia pelo celular eu sofria demais, principalmente à noite!",Avaliado no Brasil em 21 de junho de 2021,"5,0 de 5 estrelas"
Macie,Super prático,"Amei, super prático, eu tinha o 8 geração, porém esse é muito melhor pra ler em lugares com pouca iluminação!",Avaliado no Brasil em 25 de novembro de 2021,"5,0 de 5 estrelas"
Larissa Cavalcanti,Melhor presente que já me dei hahah,"Melhor presente que já dei, a interface depois da atualização ficou bem chamativa e organizada, a qualidade da luz do aparelho é ótima, sou suspeita pra falar pois o Kindle é meu companheiro diário.",Avaliado no Brasil em 22 de outubro de 2021,"5,0 de 5 estrelas"
Daniele,Vale a pena,"Excelente leitor digital com vasta biblioteca disponível. A bateria dura um pouco menos que outros e-readers que já tive, mas considerando que, via de regra, ninguém passará mais de 24h lendo sem parar, atende muito bem. Bem leve, ótimo pra quem gosta de ler deitado.",Avaliado no Brasil em 10 de maio de 2020,"5,0 de 5 estrelas"
Gabriela,Amei!,"Nunca tinha tido experiência com um e-reader, dei uma chance pro Kindle e não tenho do que reclamar, muito prático, leve, econômico, a bateria dura semanas, é possível ajustar a iluminação, fonte, ler conteúdos enviados de outros dispositivos via email, enfim, pra quem tem o hábito de ler vale muito a pena.",Avaliado no Brasil em 5 de junho de 2021,"5,0 de 5 estrelas"
Joyce Cruz,Melhor investimento,"Melhor investimento que fiz para mim!Ótimo produto, revolucionou a forma de ler e conseguiu trazer uma praticidade que antes eu não conseguia ter!Não troco meu kindle por nada!",Avaliado no Brasil em 14 de setembro de 2021,"5,0 de 5 estrelas"
Neivania,PERFEITO,"Já comprei uns cinco kindle e não me arrependo, parece exagero. Este é porque tem mais espaço na memória. Recomendo bastante.",Avaliado no Brasil em 23 de maio de 2021,"5,0 de 5 estrelas"
Mariana Gurgel Pegorini,Bom produto,"A leitura é muito confortável no aparelho e a bateria tem uma boa duração, apesar de não durar semanas, como é dito na descrição do produto. O único problema que tive com ele é que a indicação de quanto tempo falta para terminar a leitura falha algumas vezes e prevê um tempo muito menor do que o real. Já tinha percebido isso em um Kindle anterior e parece que o problema ainda não foi corrigido.",Avaliado no Brasil em 26 de agosto de 2020,"4,0 de 5 estrelas"
Cliente Amazon,Amei o meu Kindle!!!,"Comprei o modelo simples com luz embutida, amei, não cansa os olhos, não dá dor de cabeça, a qualidade das letras é excelente, o controle de luz é muito bom, muito fácil de usar. O custo benefício é muito favorável. Recomendo a compra sem medo. E o melhor, a bateria dura muiiitoooooooo tempo.",Avaliado no Brasil em 25 de junho de 2019,"5,0 de 5 estrelas"
Eduardo Aurich Filho,O aparelho estava carregando no computador e de repente parou de funcionar.,"O aparelho estava carregando via usb no computador, porque a bateria acaba rapido demais, e parou de funcionar. Agora só fica a imagem de uma bateria com uma exclamação na tela, tenho o produto a menos de 4 meses e já deu problema.",Avaliado no Brasil em 6 de março de 2021,"1,0 de 5 estrelas"
Neyva Rodrigues,Excelente!,"Adorei, muito simples, super leve e confortável para segurar e ler. Eu sou uma pessoa que adora um livro físico mas realmente esse Kindle me surpreendeu. Muito prático e a gente tem todos os livros em um produto bem levinho.",Avaliado no Brasil em 14 de agosto de 2020,"5,0 de 5 estrelas"
Luana,Muito vantajoso,"A iluminação é ótima, não cansa a vista e não incomoda quanto um notebook ou celular. O tamanho é ideal, bem como o peso do aparelho. A bateria dura bastante e tem muito espaço para armazenar muitos livros e artigos. A entrega foi super rápida, antes do prazo. É muito prático. Só vi vantagens nesse produto.",Avaliado no Brasil em 4 de abril de 2021,"5,0 de 5 estrelas"
Rafaela Caroline,ótima compra,"Sempre tive dificuldades em ler pdf's no celular, por essa razão pensei que teria dificuldades em me acostumar com o Kindle, mas desde a primeira experiência percebi que é muito diferente que ler no celular. A iluminação ótima e não dá dor de cabeça, recomendo.",Avaliado no Brasil em 24 de novembro de 2020,"5,0 de 5 estrelas"
Raphael Chicayban,O melhor custo benefício da linha de e-readers da Amazon.,"Excelente produto com uma qualidade excepcional. O prazer pela leitura aumenta consideravelmente, a possibilidade de poder ler em qualquer ambiente e a qualquer hora, faz do Kindle 10a geração uma excelente aquisição. Sem contar o custo benefício do mercado Amazon de livros. A qualidade da tela é algo impecável, em qualquer ambiente com luz, não é necessário usar a iluminação de led interna, a textura do Kindle é algo incrível, anti-reflexo, a tela parece um livro de verdade, fazendo com que a experiência de leitura seja a mais fidedigna possível.",Avaliado no Brasil em 5 de agosto de 2019,"5,0 de 5 estrelas"
Karina,Amei o meu Kindle,Amei o Kindle! Super indico! Veio antes da data programada e super protegido.Fácil de mexer e acessar os livros. Parece que com Wi-Fi ligado a bateria dura Muito menos. Porém pode ser também por eu ler durante muitas horas seguidas e muitos livros. Hehe. Enfim foi uma ótima aquisição.,Avaliado no Brasil em 2 de fevereiro de 2020,"5,0 de 5 estrelas"
Christopher,Valeu muito a pena,"Sério, quando eu vi o kindle em um primeiro momento imaginei que tinha papel cobrindo a tela dele. A iluminação é excelente, eu leio todos os dias de noite e a minha visão não fica cansada. A bateria dura um bom tempo e também carrega rápido. É muito leve e reproduz perfeitamente a página de um livro. Enfim, pra quem gosta de leitura é uma compra excelente.",Avaliado no Brasil em 11 de julho de 2019,"5,0 de 5 estrelas"
DarknessJuh,Gostei bastante.,"Uma ótima aquisição, mesmo sendo 4gigas e o sistema tomar conta de 2 ainda sim cabe bastante livros, tô um pouco chateada pelo goodreads não ter conectado em meu Kindle não sei porque, mas fora isso achei maravilhoso. ❤️Chegou em menos de uma semana, tô bem animada com a plataforma e acredito que vou começar a dar uma chance nas compras pelo Amazon.",Avaliado no Brasil em 7 de abril de 2020,"4,0 de 5 estrelas"
Sérgio DS,"Muito bom, mas ainda não está perfeito.","O produto é muito bom, mas penso que deveria tem a possibilidade de ler revistas e jornais digitais ou de incluir serviços como o GoRead nele. Pra ler livros é sensacional, e mesmo as conversões de ebooks para o formato do kindle ficam muito boas na maioria das vezes. Recomendo.",Avaliado no Brasil em 15 de fevereiro de 2020,"4,0 de 5 estrelas"
Jones Roberto Medeiros Dias,Entrega o que promete.,"O kindle é bem leve, sendo possível passar mais de uma hora tranquilamente sem sentir o mesmo incomodo de um livro de 400 pg, tem a vantagem de armazenar uma biblioteca considerável, porém o sistema ainda é um pouco lento para algumas coisas, nada que atrapalhe. É um ótimo dispositivo vale o investimento.",Avaliado no Brasil em 13 de dezembro de 2019,"4,0 de 5 estrelas"
Ericka Allwes,RECOMENDO,"Eu estou amando a experiência com o Kindle. É muito fácil de mexer, a bateria é duradoura e a luz embutida deixa a leitura bastante confortável.",Avaliado no Brasil em 11 de dezembro de 2020,"5,0 de 5 estrelas"
Daniela,Extremamente útil para ler nas horas vagas.,"O kindle 10° geração é bem confortável pata ler e-books e pdf's, pois não cansa a vista gosto da iluminação própria dele, só demorei um pouco pra pegar o jeito dos controles dele. É um excelente produto.",Avaliado no Brasil em 16 de março de 2020,"5,0 de 5 estrelas"
Vinícius Neves,Portátil e bateria dura muito,"Bonito, portátil, confortável, bateria dura muito e sistema fácil de usar. Só elogios e ótima experiencia com o produto. Amazon como sempre com entrega rápida e eficiente. Recomendo.",Avaliado no Brasil em 6 de março de 2022,"5,0 de 5 estrelas"
Cliente Amazon,Excelente protudo !! Atendeu minha espectativa,"Para mim foi perfeita a compra !! Atende perfeitamente minha demanda a qualnpor sua vez não é tão complicada assim, uma vez que, utilizo-o apenas com a finalidade de leitura !!!Graças a luz embutida consigo ler em todos os ambientes podendo assim fazer uso em todo lugar!!",Avaliado no Brasil em 15 de fevereiro de 2020,"5,0 de 5 estrelas"
Alfredo Milos,Será útil,Eu achei o Kindle pequeno e penso que poderia ser colorido!Mas a qualidade do produto é excelenteO App do Kindle no Smartphone me parece ter mais recursos,Avaliado no Brasil em 23 de julho de 2020,"4,0 de 5 estrelas"
Bernardo Borges,Melhor aquisição para leitores,Simplesmente maravilhoso.Melhor aquisição para leitores que não podem carregar livros físicos o tempo todo e gosta de uma folga para ler em qualquer lugar,Avaliado no Brasil em 23 de novembro de 2021,"5,0 de 5 estrelas"
Ruana,Longo tempo de bateria,"Facilita o acesso aos livros, cansa menos a vista, melhora a experiência da leitura e, se souber cuidar, pode se manter por muito tempo, a bateria totalmente carregada pode se sustentar por dias e até mesmo semanas, dependendo da frequência de uso e cuidado com a bateria",Avaliado no Brasil em 7 de setembro de 2021,"5,0 de 5 estrelas"
Greyce,Vale cada centavo,"Minha melhor aquisição de 2020. Leve, prático, consigo levar pra todo lugar, a bateria dura horrores, ajusto o tamanho da fonte de maneira confortável, consigo ler na cama antes de dormir no escuro, sem precisar me preocupar em levantar pra apagar a luz quando quero dormir. Tenho lido muito mais e mais rápido. Meu Kindle é tudo pra mim!",Avaliado no Brasil em 23 de setembro de 2020,"5,0 de 5 estrelas"
Leonardo Conde,Me ajudou a retormar os hábitos de leitura,"Aparelho sensacional. Leve, nítido e confortável. A praticidade de ter qualquer livro a qualquer momento não tem preço. Soma isso a um tela que, literalmente, parece um folha de livro, inclusive na textura. Para imagens, mão é bem nítido, mas não sinto falta. Talvez atrapalhe para quem quer ler, por exemplo, uma revista.",Avaliado no Brasil em 29 de março de 2021,"5,0 de 5 estrelas"
Camile,Decepcionada!,"Sinceramente, o produto ficou abaixo das minhas expectativas...Ele parace muito maior pelas fotos do que realmente é e o touch da tela é meio lento.Mas enfim, peguei uma boa promoção e acho que acabou valendo a pena pelo preço que paguei. Espero de coração que eu comece a gostar do produto",Avaliado no Brasil em 1 de julho de 2021,"3,0 de 5 estrelas"
Amanda Soares,Melhor aquisição dos últimos tempos,"Melhor aquisição dos últimos tempos, a leitura é agradável e a luminosidade não agride  meus olhos. Super leve , fácil de manusear e a bateria dura muito tempo. A luz embutida é um super diferencial que torna a leitura noturna possível e agradável. É bem sensível ao toque.",Avaliado no Brasil em 18 de março de 2021,"5,0 de 5 estrelas"
Lorena Moura,ótimo produto,"ÓTIMA COMPRA.Primeiro achei que não fosse me adaptar ao uso do kindle e demorei, de fato.Mas compacto, leio vários títulos ao mesmo tempo!A luz embutida NÃO CANSA de jeito nenhum.",Avaliado no Brasil em 27 de janeiro de 2022,"5,0 de 5 estrelas"
Romulus M.,Por quê?,"Os nossos documentos pessoais, enviados ao Kindle, não podem ser compartilhados, não podem ser nominados, apenas os comprados. Malandragem da Amazon! Mudem isso, gente!",Avaliado no Brasil em 14 de janeiro de 2021,"2,0 de 5 estrelas"
Irisson,"Muito bom, mas a bateria poderia ser melhor","Por ser meu primeiro e-reader, gostei muito. Porém a duração da bateria não me agradou muito, sempre ouvir falar muito bem da duração da bateria do Kindle, e comigo por mais que tenha usado pouco tem acabado bem rápido. Não sei se foi espectativa alta ou se a bateria realmente está acabando rápido",Avaliado no Brasil em 12 de janeiro de 2020,"4,0 de 5 estrelas"
Isis Alanis,Atendeu às expectativas,"A entrega foi feita antes da data, e desde então não larguei meu Kindle. Talvez, por essa razão, eu tenha ficado desapontada um pouco com a duração da bateria. Disse duas semanas, não cheguei a uma e ele já está com menos de 30% de bateria. Aconselho também que comprem capinha junto porque ele desliza fácil da mão. Quanto a tela, não é a mesma qualidade que outros tipos de aparelhos e esse Kindle nem se propõe a isso, principalmente por ser a versão mais básica.",Avaliado no Brasil em 28 de julho de 2019,"5,0 de 5 estrelas"
ValToloi,maravilhoso,"já tinha um kindle mais antigo, sem a iluminação embutida e já gostava muito, esse é melhor ainda! além do design que melhorou, a tela tem mais contraste me pareceu, e a luz embutida é um diferencial! tou feliz :)",Avaliado no Brasil em 13 de julho de 2020,"5,0 de 5 estrelas"
João,Ótimo produto no geral!,"Muito bom a bateria realmente dura muito tempo, carreguei no dia que chegou e usei praticamente duas semanas e não acabou, ótimo para ler mangás, muito confortável aos olhos, sobre a luz embutida eu não tenho muito o que disser não a utilizei muito, mqs da para regular bem e fica confortável aos olhos também!",Avaliado no Brasil em 5 de julho de 2021,"5,0 de 5 estrelas"
Mariana,Supre muito bem as necessidades,"O kindle encaixa perfeitamente na minha mão, é muito bonito! É tudo bem personalizável no que diz respeito à leitura, o que é ótimo. O uso é bem intuitivo, tem espaço suficiente pra uma boa quantidade de eBooks e a qualidade da tela apesar de não ser muito alta não me incomodou. Muito feliz com a compra!",Avaliado no Brasil em 27 de março de 2021,"5,0 de 5 estrelas"
Márcio Teodoro,Pequenino,"Comprei pra minha filha, ela gostou muito.Já eu achei que a tela poderia ser uma pouco maior.",Avaliado no Brasil em 10 de fevereiro de 2022,"4,0 de 5 estrelas"
erica,Vale muito a pena,"Produto ótimo, queria faz muito tempo e estava esperando uma oportunidade de um preço mais acessível. Minhas leituras ficaram mais organizadas e estou lendo muito mais, pois ele facilita muito. Só achei que a bateria tivesse uma autonomia melhor, pois no anúncio menciona que dura semanas, mas não é bem assim. De resto é tudo muito bom e vale muito a pena ter um.",Avaliado no Brasil em 9 de dezembro de 2020,"5,0 de 5 estrelas"
M CECILIA,O melhor presente para um leitor,"Adorei a leveza, a praticidade para virar as páginas, o controle da luminosidade, uma experiência maravilhosa de leitura. O fato de poder baixar uma amostra dos livros que me interessam é, definitivamente, o melhor do Kindle, com economia e praticidade.",Avaliado no Brasil em 26 de dezembro de 2019,"5,0 de 5 estrelas"
Gabrielle,Muito bom para leitura,"Eu gostei do Kindle, é muito bom para leitura. Com ele é possível ler tanto para estudos, quanto para leituras como laser. Percebi muitas pessoas reclamando do armazenamento, falando que a Amazon não entregou os 8 GB, para mim não fez nenhuma diferença.",Avaliado no Brasil em 10 de dezembro de 2020,"5,0 de 5 estrelas"
Rafaela Ferreira,Perfeito,"Perfeito! Perfeito! Perfeito. Obrigada sei lá quem foi a pessoa por ter criado o kindle.Maaaaas, a bateria não é tudo isso que prometem, mas não deixa a desejar.",Avaliado no Brasil em 12 de fevereiro de 2021,"5,0 de 5 estrelas"
Igor L. Esteves N.,Leve e prático,"Gosto da praticidade de poder colocar ele no porta luvas do carro e ler em qualquer lugar. Muito resistente, já caiu diversas vezes e sequer arranhou. Recomendo muito pela praticidade, mas somente para livros sem imagens. Para leitura de quadrinhos eu achei a resolução da tela muito baixa",Avaliado no Brasil em 1 de dezembro de 2021,"5,0 de 5 estrelas"
Giovana Valentini,Recomendo,"Entrega relâmpago, fiquei muito feliz com a minha compra. Sou professora então utilizo vários livros. O kindle é leve e inteligente. Sem muitos detalhes, ele atende o prometido, que é uma boa leitura. Cinco estrelas! Um investimento rentável para quem gosta de comprar bastante livros ou estuda bastante.",Avaliado no Brasil em 22 de junho de 2020,"5,0 de 5 estrelas"
juliana,Ótimo produto,"O produto é muito bom, cumpre tudo que promete e é fácil de usar.Fiquei surpresa pela lentidão com que troca de tela. Me atrapalhou na hora de configurar, mas não altera de forma alguma na leitura de eBooks. Não espere a mesma agilidade de um smartphone, pois o touchscreen funciona de uma forma diferente.O Kindle é bem leve e prático, dá pra carregar pra qualquer lugar. É bem mais leve que um tablet e até smartphone.",Avaliado no Brasil em 25 de setembro de 2019,"5,0 de 5 estrelas"
Carlos Alexandre Dias Pacheco,Ótimo produto! Recomendo,Gostei muito do Kindle. Achei que era pequeno porém serviu muito bem. A leitura é confortável e é muito prático comprar novos livros. A leitura das amostras dos livros me ajudam na escolha de novas leituras. Gosto muito de como o aparelho informa o progresso e quanto falta para acabar o capítulo e o livro.,Avaliado no Brasil em 27 de janeiro de 2020,"5,0 de 5 estrelas"
Marllus J.,Bom mas bateria nem tanto,"Infelizmente a propaganda da bateria é enganosa, a bateria não dura tanto. No mínimo diria que ela dura em média de 4 a 5 dias, mas fora isso, o aparelho dinâmico, leve e bem bonitinho. Mas tirando a bateria é um aparelho ótimo para a leitura.",Avaliado no Brasil em 6 de julho de 2020,"3,0 de 5 estrelas"
Zelindo Petri,Luz Embutida,"Produto excelente. Foi proprietário de uma versão anterior, que não era touch e não possuía luz embutida (primeira versão lançada no Brasil).  Pelo fato de ler mais a noite, na cama, para não atrapalhar a esposa, acabei vendendo essa versão anterior. Agora com a luz embutida, estou aproveitando ao máximo.",Avaliado no Brasil em 30 de janeiro de 2020,"5,0 de 5 estrelas"
Rodrigo Goes Teixeira Araújo,Melhor E-Reader do Mercado com ampla vantagem.,"Qualidade do produto é excelente.  Acabamento premium, sistema muito rápido, e o sistema de conversão de pdf por e-mail é muito prático. Gostaria apenas de que houvesse a possibilidade de ter duas contas no mesmo kindle.",Avaliado no Brasil em 9 de fevereiro de 2021,"5,0 de 5 estrelas"
Cliente Amazon,Muito bom,"Eu tinha um paperwhite versão antiga e agora adquiri o 10a geração. A impressão que tive foi que ele é um pouco mais lento para ligar, o meu antigo bastava abrir, esse fica ""ativando"" e também acho que a bateria está durando menos, mas ainda assim é um ótimo aparelho.",Avaliado no Brasil em 5 de abril de 2021,"4,0 de 5 estrelas"
Teresa Moreira da Fonseca,Coerente com o valor. Ótima experiência.,"Ter um kindle é uma experiência incrível. Só achei a resolução da tela um pouco baixa que eu esperava, mas esse é o modelo mais simples, portanto é coerente com o preço. Agora já me acostumei e estou amando. Levinho, pratico e com a bateria que dura muito. Passei a ler muito mais depois que comprei. Chegou mais rápido do que eu esperava.",Avaliado no Brasil em 15 de julho de 2019,"4,0 de 5 estrelas"
Marcela Waiandt,Mais prático pra quem precisa de leitura noturna!,"Tinha o Kindle 8ª geração, que é excelente pra quem não tem necessidade de leitura noturna. Como minha necessidade de leitura mudou completamente, passando a ter tempo exclusivamente durante a noite, esse Kindle 10ª geração é excelente. Pra quem duvida se vai se acostumar com e-readers, eu sempre fui bastante relutante com isso, sou apaixonada pelas páginas impressas, mas me acostumei SUPER. É muito mais prático, você não precisa levar livros enormes na bolsa. Não deixo de comprar os livros físicos, mas atualmente leio mais no e-reader, o que é uma grande vantagem pra quem estipula metas de leitura.",Avaliado no Brasil em 28 de junho de 2019,"5,0 de 5 estrelas"
Izabella Barros,Leio muito mais depois do Kindle!,"Esse é o segundo aparelho Kindle que eu compro, e adoro! Antes dele achei que não usaria muito pois adoro os livros de papel, mas dei uma chance e leio muito mais hoje! É ótimo e recomendo a todos. Sem contar a entrega, que foi realizada antes do prazo final. Muito boa experiência com o equipamento e com a Amazon!",Avaliado no Brasil em 9 de dezembro de 2019,"5,0 de 5 estrelas"
Giuliana,Muito Bom!,"O kindle surpreendeu minhas expectativas. A luz embutida facilita muito a leitura. Estou lendo com a frequência muito maior do que antes pela praticidade de levar o kindle para todo lugar. Tive um problema com a assinatura do kindle de 3 meses gratis, que foi validada para mim só por um mês, mas pelo chat com a Amazon resolvi em poucos minutos. Chegou em 3 dias úteis.",Avaliado no Brasil em 16 de maio de 2019,"5,0 de 5 estrelas"
Juliana,PROBLEMAS,"Duas semanas que chegou e não liga mais.... Aparece constantamente um ponto de exclamação na tela e simplesmente não volta a ligar. Nem cheguei a usar ele fora de casa, sempre ficou armazenado da forma conforme indica as instruções e inclusive com a capa original da amazon.. DECEPCIONADA",Avaliado no Brasil em 7 de setembro de 2021,"1,0 de 5 estrelas"
Algam,Kindle 10ª geração,"Sou um fã de literatura. Realmente gosto de ler e é um dos meus passatempos favoritos. O Kindle atende essa necessidade. É prático, compacto, a bateria dura vários dias e oferece uma experiência de leitura excelente.",Avaliado no Brasil em 30 de julho de 2021,"5,0 de 5 estrelas"
Ayrton,Ótimo,Dispositivo muito bom para a leitura. Perfeito para quem não tem mais espaço para livros. Sem contar que pode ser levado pra qualquer luga sem causar desconforto como acontece com os livros tradicionais.,Avaliado no Brasil em 22 de julho de 2020,"5,0 de 5 estrelas"
Fabi,Cumpre o que promete,"Comprei o aparelho já sabendo que era o modelo básico. Mas era o que bastava, tem luz embutida para ler em ambiente escuro.A bateria dura bastante desde que não esteja no modo wifi, confortável ao ler e, o que mais me fez optar por um e-reader: praticidade.Não estou arrependida, até agora.",Avaliado no Brasil em 15 de dezembro de 2019,"5,0 de 5 estrelas"
SagittaSpe,Trocando de Kindle após 3 anos,"Troquei de 7° geração para 10°. Sem dúvida qualidade de tela deste é superior, mas sinto falta da robustez e do peso do anterior, tanto que não sentia necessidade de usar uma capa no antigo, já nesse, achei melhor comprar.No geral o produto é superior, salvo esse detalhe da sensação de durabilidade que faz bastante diferença pra quem leva a todo lugar.",Avaliado no Brasil em 15 de dezembro de 2020,"4,0 de 5 estrelas"
Jonas Angioletti,Não mudou nada,"Usava um modelo antigo antes desse e o geração 10 a única coisa que mudou foi a iluminação embutida que esgota a bateria em poucos mais de 3 dias mesmo estando com iluminação abaixo da média, então desliguei a iluminação para durar um pouco mais. A bateria não dura meses como diz no anúncio, com  iluminação 100% desligada pode durar no máximo 1 semana e meia",Avaliado no Brasil em 15 de dezembro de 2020,"3,0 de 5 estrelas"
Gustavo Alarcon Rodrigues,Excelente Compra,"Produto co ótimo custo-benefício. Recomendo a todos aqueles que gostam de ler e querem um dispositivo móvel, prático e especializado na leitura. Diferente de Tablets normais, a leitura não é cansativa e é bem agradável aos olhos.  O produto só aumentou minha já reiterada estima pela Amazon.",Avaliado no Brasil em 7 de maio de 2020,"5,0 de 5 estrelas"
Luiz Augusto,O pecado todo esta na bateria,A bateria  durou 10 dias. Com Wi-Fi sendo ligada intermitentemente.  Tinha um leve que durava as 6  semanas prometidas pelo kindle. E pdf não fica legal.  Mas a forma de comprar livros e a melhor baixa rápido e fica disponível tanto no celular quanto no kindle. Amei  tirei algumas fotos na luz do sol e outras dentro de casa os 4 Leds atende em qualquer situação,Avaliado no Brasil em 15 de julho de 2020,"5,0 de 5 estrelas"
Antonia Silva,"Maravilhoso, Super recomendo","Amei , estou usando, tem uma semana a bateria dura muito , a luz anti-reflexo é maravilhosa. Ele com converte meus livros em pdfs do meu celular para formato e-book em questão de segundos, quando eu envio para meu Kindle .",Avaliado no Brasil em 10 de abril de 2020,"5,0 de 5 estrelas"
